organisation,launch_location,mission_details,mission_status,date
US Air Force,USA,Delta E1 | Explorer 35 (IMP-E),Success,19/07/1967
RVSN USSR,Kazakhstan,R-36 Orb. | Cosmos 169,Success,17/07/1967
General Dynamics,USA,Atlas-LV3C Centaur-D | Surveyor 4,Success,14/07/1967
RVSN USSR,Kazakhstan,Voskhod | Cosmos 168,Success,04/07/1967
Martin Marietta,USA,"Titan IIIC | OPS 9331-9334, LES-5 & DODGE",Success,01/07/1967
US Air Force,USA,Thor-LV2D Burner-2 | Aurora & SECOR-9,Success,29/06/1967
RVSN USSR,Russia,Cosmos-3M | Tselina-O n°01,Success,26/06/1967
US Air Force,USA,Titan IIIB | OPS 4282,Partial Failure,20/06/1967
RVSN USSR,Russia,Voskhod | Zenit-4 n°31,Failure,20/06/1967
RVSN USSR,Kazakhstan,Molniya-M /Block VL | Cosmos 167,Failure,17/06/1967
US Air Force,USA,Thorad SLV-2G Agena-D | KH-4A 1042,Success,16/06/1967
RVSN USSR,Russia,Cosmos-2 (63SM) | Cosmos 166,Success,16/06/1967
General Dynamics,USA,Atlas-SLV3 Agena-D | Mariner 5,Success,14/06/1967
RVSN USSR,Russia,Cosmos-2 (63SM) | Cosmos 165,Success,12/06/1967
RVSN USSR,Kazakhstan,Molniya-M /Block VL | Venera 4,Success,12/06/1967
RVSN USSR,Russia,Voskhod | Cosmos 164,Success,08/06/1967
RVSN USSR,Russia,Cosmos-2 (63SM) | Cosmos 163,Success,05/06/1967
General Dynamics,USA,Atlas-SLV3 Agena-D | KH-7 Gambit 4038,Success,04/06/1967
RVSN USSR,Kazakhstan,Voskhod | Cosmos 162,Success,01/06/1967
US Air Force,USA,Thor DM-21 Agena-D | Timation 1 & Others,Success,31/05/1967
US Air Force,USA,Scout B | ESRO 2A,Failure,30/05/1967
RVSN USSR,Kazakhstan,Molniya | Molniya-1 n°8,Success,24/05/1967
US Air Force,USA,Delta E1 | Explorer 34 (IMP-F),Success,24/05/1967
General Dynamics,USA,Atlas-SLV3 Agena-D | KH-7 Gambit 4037,Success,22/05/1967
RVSN USSR,Russia,Voskhod | Cosmos 161,Success,22/05/1967
US Air Force,USA,Scout A | Transit-O 13,Success,18/05/1967
RVSN USSR,Kazakhstan,R-36 Orb. | Cosmos 160,Success,17/05/1967
RVSN USSR,Kazakhstan,Molniya-M /Block L | Cosmos 159,Partial Failure,16/05/1967
RVSN USSR,Russia,Cosmos-3M | Cosmos 158,Success,15/05/1967
RVSN USSR,Kazakhstan,Vostok-2 | Cosmos 157,Success,12/05/1967
US Air Force,USA,Thorad SLV-2G Agena-D | KH-4A 1041,Success,09/05/1967
US Air Force,USA,Scout A | Ariel 3,Success,05/05/1967
General Dynamics,USA,Atlas-SLV3 Agena-D | Lunar Orbiter 4,Success,04/05/1967
Martin Marietta,USA,"Titan IIIC | Vela 4A/4B, ERS-18, OV5-1, OV5-3",Success,28/04/1967
RVSN USSR,Russia,Vostok-2M | Cosmos 156,Success,27/04/1967
US Air Force,USA,Titan IIIB | OPS 4243,Failure,26/04/1967
ASI,Kenya,Scout B | San Marco 2,Success,26/04/1967
RVSN USSR,Kazakhstan,Soyuz | Soyuz 1,Success,23/04/1967
US Air Force,USA,Delta E | ESSA-5,Success,20/04/1967
General Dynamics,USA,Atlas-LV3C Centaur-D | Surveyor 3,Success,17/04/1967
US Air Force,USA,Scout A | Transit-O 12,Success,14/04/1967
UT,Japan,Lambda-IV S | Ōsumi,Failure,13/04/1967
RVSN USSR,Kazakhstan,Voskhod | Cosmos 155,Success,12/04/1967
RVSN USSR,Kazakhstan,Proton-K/Block D | Cosmos 154,Failure,08/04/1967
General Dynamics,USA,Atlas-SLV3 Agena-D | ATS-2,Partial Failure,06/04/1967
RVSN USSR,Russia,Vostok-2 | Cosmos 153,Success,04/04/1967
US Air Force,USA,Thor-SLV2A Agena-D | OPS 4779,Success,30/03/1967
RVSN USSR,Russia,Cosmos-2 (63SM) | Cosmos 152,Success,25/03/1967
RVSN USSR,Kazakhstan,Cosmos-3 | Cosmos 151,Success,24/03/1967
US Air Force,USA,Delta E1 | Intelsat 2-3,Success,23/03/1967
RVSN USSR,Kazakhstan,R-36 Orb. | OGTch n°08,Failure,22/03/1967
RVSN USSR,Russia,Voskhod | Cosmos 150,Success,22/03/1967
RVSN USSR,Russia,Cosmos-2 (63SM) | Cosmos 149,Success,21/03/1967
RVSN USSR,Russia,Cosmos-2 (63SM) | Cosmos 148,Success,16/03/1967
RVSN USSR,Russia,Vostok-2 | Cosmos 147,Success,13/03/1967
RVSN USSR,Kazakhstan,Proton-K/Block D | Cosmos 146,Success,10/03/1967
US Air Force,USA,Delta C | OSO-3,Success,08/03/1967
RVSN USSR,Russia,Cosmos-2 (63SM) | Cosmos 145,Success,03/03/1967
RVSN USSR,Russia,Vostok-2M | Cosmos 144,Success,28/02/1967
RVSN USSR,Kazakhstan,Vostok-2 | Cosmos 143,Partial Failure,27/02/1967
US Air Force,USA,Titan IIIB | OPS 4204,Success,24/02/1967
US Air Force,USA,Thor-SLV2A Agena-D | OPS 4750,Success,22/02/1967
Armée de l'Air,France,Diamant A | Diadème 2,Success,15/02/1967
RVSN USSR,Russia,Cosmos-2 (63SM) | Cosmos 142,Success,14/02/1967
RVSN USSR,Russia,Voskhod | Cosmos 141,Success,08/02/1967
Armée de l'Air,France,Diamant A | Diadème 1,Partial Failure,08/02/1967
US Air Force,USA,Thor-LV2D Burner-2 | DMSP-4A-F2,Success,08/02/1967
RVSN USSR,Kazakhstan,Soyuz | Cosmos 140,Success,07/02/1967
General Dynamics,USA,Atlas-SLV3 Agena-D | Lunar Orbiter 3,Success,05/02/1967
General Dynamics,USA,Atlas-SLV3 Agena-D | KH-7 Gambit 4036,Success,02/02/1967
US Air Force,USA,Scout B | OV3 5,Failure,31/01/1967
US Air Force,USA,Delta E | ESSA-4,Success,26/01/1967
RVSN USSR,Kazakhstan,R-36 Orb. | Cosmos 139,Success,25/01/1967
RVSN USSR,Russia,Vostok-2 | Cosmos 138,Success,19/01/1967
Martin Marietta,USA,Titan IIIC | OPS 9321-9328,Success,18/01/1967
US Air Force,USA,Thor-SLV2A Agena-D | OPS 1664,Success,14/01/1967
US Air Force,USA,Delta E1 | Intelsat-2 2,Success,11/01/1967
US Air Force,USA,Thor-SLV2A Agena-D | OPS 1584,Success,29/12/1966
RVSN USSR,Russia,Cosmos-1 (65S3) | Cosmos 137,Success,21/12/1966
RVSN USSR,Kazakhstan,Molniya-M /Block L | Luna 13,Success,21/12/1966
UT,Japan,Lambda-IV S | Ōsumi,Failure,20/12/1966
RVSN USSR,Russia,Vostok-2 | Cosmos 136,Success,19/12/1966
US Air Force,USA,Delta G | Biosatellite 1,Success,14/12/1966
US Air Force,USA,Titan IIIB | OPS 8968,Success,14/12/1966
RVSN USSR,Kazakhstan,Soyuz | Soyuz 7K-OK n°1,Prelaunch Failure,14/12/1966
RVSN USSR,Russia,Cosmos-2 (63SM) | Cosmos 135,Success,12/12/1966
General Dynamics,USA,Atlas-D OV1 | OV1-9/OV1-10,Success,11/12/1966
General Dynamics,USA,Atlas-SLV3 Agena-D | ATS-1,Success,07/12/1966
General Dynamics,USA,Atlas-SLV3 Agena-D | KH-7 Gambit 4035,Success,05/12/1966
RVSN USSR,Kazakhstan,Voskhod | Cosmos 134,Success,03/12/1966
RVSN USSR,Kazakhstan,Soyuz | Cosmos 133,Success,28/11/1966
RVSN USSR,Kazakhstan,Vostok-2 | Cosmos 132,Success,19/11/1966
RVSN USSR,Kazakhstan,Cosmos-3 | Strela-2 n°2,Failure,16/11/1966
RVSN USSR,Russia,Voskhod | Cosmos 131,Success,12/11/1966
NASA,USA,Titan II GLV | Gemini XII,Success,11/11/1966
General Dynamics,USA,Atlas-SLV3 Agena-D | GATV 5001,Success,11/11/1966
US Air Force,USA,Thorad SLV-2G Agena-D | KH-4A 1037,Success,08/11/1966
General Dynamics,USA,Atlas-SLV3 Agena-D | Lunar Orbiter 2,Success,06/11/1966
Martin Marietta,USA,"Titan IIIC | Gemini B, OV4-3, &  OV4-1R/T",Success,03/11/1966
General Dynamics,USA,Atlas-SLV3 Agena-D | KH-7 Gambit 4034,Success,02/11/1966
RVSN USSR,Kazakhstan,R-36 Orb. | OGTch n°06,Failure,02/11/1966
US Air Force,USA,Scout B | OV3 2,Success,28/10/1966
US Air Force,USA,Delta E1 | Intelsat-2 1,Success,26/10/1966
General Dynamics,USA,Atlas-LV3C Centaur-D | Surveyor SD-4,Success,26/10/1966
RVSN USSR,Kazakhstan,Molniya-M /Block L | Luna 12,Success,22/10/1966
RVSN USSR,Kazakhstan,Voskhod | Cosmos 130,Success,20/10/1966
RVSN USSR,Kazakhstan,Molniya | Molniya-1 n°7,Success,20/10/1966
RVSN USSR,Russia,Vostok-2 | Cosmos 129,Success,14/10/1966
General Dynamics,USA,Atlas-SLV3 Agena-D | KH-7 Gambit 4033,Success,12/10/1966
General Dynamics,USA,Atlas-SLV3 Agena-D | Midas 12,Success,05/10/1966
US Air Force,USA,Delta E | ESSA-3,Success,02/10/1966
US Air Force,USA,Titan IIIB | OPS 4096,Success,28/09/1966
UT,Japan,Lambda-IV S | Ōsumi,Failure,26/09/1966
US Air Force,USA,Thor-SLV2A Agena-D | OPS 1703,Success,20/09/1966
General Dynamics,USA,Atlas-LV3C Centaur-D | Surveyor 2,Success,20/09/1966
RVSN USSR,Kazakhstan,R-36 Orb. | OGTch n°05,Failure,17/09/1966
General Dynamics,USA,Atlas-SLV3 Agena-D | KH-7 Gambit 4032,Success,16/09/1966
RVSN USSR,Kazakhstan,Vostok-2 | Zenit-2 n°40,Failure,16/09/1966
US Air Force,USA,Thor-LV2D Burner-2 | DMSP-4A-F1,Success,16/09/1966
NASA,USA,Titan II GLV | Gemini XI,Success,12/09/1966
General Dynamics,USA,Atlas-SLV3 Agena-D | GATV 5006,Success,12/09/1966
RVSN USSR,Kazakhstan,Voskhod | Cosmos 128,Success,27/08/1966
Martin Marietta,USA,"Titan IIIC | IDCSP-1 8-14, GGTS-2",Failure,26/08/1966
NASA,USA,Saturn IB | AS-202,Success,25/08/1966
RVSN USSR,Kazakhstan,Molniya-M /Block L | Luna 11,Success,24/08/1966
General Dynamics,USA,Atlas-SLV3 Agena-D | Midas 11,Success,19/08/1966
US Air Force,USA,Scout A | Transit-O 10,Success,18/08/1966
US Air Force,USA,Delta E1 | Pioneer 7,Success,17/08/1966
General Dynamics,USA,Atlas-SLV3 Agena-D | KH-7 Gambit 4031,Success,16/08/1966
General Dynamics,USA,Atlas-SLV3 Agena-D | Lunar Orbiter 1,Success,10/08/1966
US Air Force,USA,Thorad SLV-2G Agena-D | KH-4A 1036,Success,09/08/1966
RVSN USSR,Kazakhstan,Voskhod | Cosmos 127,Success,08/08/1966
US Air Force,USA,Scout B | OV3 3,Success,04/08/1966
US Air Force,USA,Titan IIIB | KH-8,Success,29/07/1966
RVSN USSR,Kazakhstan,Voskhod | Cosmos 126,Success,28/07/1966
RVSN USSR,Kazakhstan,Vostok-2A | Cosmos 125,Success,20/07/1966
NASA,USA,Titan II GLV | Gemini X,Success,18/07/1966
General Dynamics,USA,Atlas-SLV3 Agena-D | GATV 5005,Success,18/07/1966
RVSN USSR,Kazakhstan,Voskhod | Cosmos 124,Success,14/07/1966
General Dynamics,USA,Atlas-D OV1 | OV1-7/OV1-8,Partial Failure,14/07/1966
General Dynamics,USA,Atlas-SLV3 Agena-D | KH-7 Gambit 4030,Success,12/07/1966
RVSN USSR,Russia,Cosmos-1 (65S3) | Cosmos 123,Success,08/07/1966
RVSN USSR,Kazakhstan,Proton | Proton 3,Success,06/07/1966
NASA,USA,Saturn IB | AS-203,Success,05/07/1966
US Air Force,USA,Delta E1 | Explorer 33 (IMP-D),Success,01/07/1966
RVSN USSR,Kazakhstan,Vostok-2M | Cosmos 122,Success,25/06/1966
US Air Force,USA,Thor-SLV2A Agena-D | PAGEOS-1,Success,24/06/1966
US Air Force,USA,Thor-SLV2A Agena-D | OPS 1599,Success,21/06/1966
RVSN USSR,Russia,Voskhod | Cosmos 121,Success,17/06/1966
Martin Marietta,USA,Titan IIIC | OPS 9311-9317 & GGTS-1,Success,16/06/1966
NASA,USA,Scout B | OV3 4,Success,10/06/1966
General Dynamics,USA,Atlas-SLV3 Agena-D | Midas 10,Partial Failure,09/06/1966
RVSN USSR,Kazakhstan,Voskhod | Cosmos 120,Success,08/06/1966
General Dynamics,USA,Atlas-SLV3 Agena-B | OGO-3,Success,07/06/1966
General Dynamics,USA,Atlas-SLV3 Agena-D | KH-7 Gambit 4029,Success,03/06/1966
NASA,USA,Titan II GLV | Gemini IX-A,Success,03/06/1966
General Dynamics,USA,Atlas SLV-3 | ATDA,Success,01/06/1966
General Dynamics,USA,Atlas-LV3C Centaur-D | Surveyor 1,Success,30/05/1966
US Air Force,USA,Delta C1 | Explorer 32 (AE-B),Success,25/05/1966
RVSN USSR,Russia,Cosmos-2 (63SM) | Cosmos 119,Success,24/05/1966
US Air Force,USA,Thor-SLV2A Agena-D | OPS 1778,Success,24/05/1966
RVSN USSR,Kazakhstan,R-36 Orb. | OGTch n°04,Success,19/05/1966
US Air Force,USA,Scout A | Transit-O 9,Success,19/05/1966
General Dynamics,USA,Atlas-SLV3 Agena-D | GATV 5004,Failure,17/05/1966
RVSN USSR,Russia,Voskhod | Zenit-4 n°18,Failure,17/05/1966
US Air Force,USA,Thor-SLV2A Agena-D | Nimbus-2,Success,15/05/1966
General Dynamics,USA,Atlas-SLV3 Agena-D | KH-7 Gambit 4028,Success,14/05/1966
RVSN USSR,Kazakhstan,Vostok-2M | Cosmos 118,Success,11/05/1966
RVSN USSR,Kazakhstan,Vostok-2 | Cosmos 117,Success,06/05/1966
US Air Force,USA,Thor-SLV2A Agena-D | OPS 1508,Failure,03/05/1966
RVSN USSR,Russia,Cosmos-2 (63SM) | Cosmos 116,Success,26/04/1966
RVSN USSR,Kazakhstan,Molniya | Molniya-1 n°6,Success,25/04/1966
US Air Force,USA,Scout B | OV3 1,Success,22/04/1966
RVSN USSR,Kazakhstan,Vostok-2 | Cosmos 115,Success,20/04/1966
General Dynamics,USA,Atlas-SLV3 Agena-D | KH-7 Gambit 4027,Success,19/04/1966
General Dynamics,USA,Atlas-SLV3B Agena-D | OAO-1,Success,08/04/1966
General Dynamics,USA,Atlas-LV3C Centaur-D | Surveyor Model-3,Partial Failure,08/04/1966
US Air Force,USA,Thor-SLV2A Agena-D | OPS 1612,Success,07/04/1966
RVSN USSR,Russia,Voskhod | Cosmos 114,Success,06/04/1966
RVSN USSR,Kazakhstan,Molniya-M /Block L | Luna 10,Success,31/03/1966
US Air Force,USA,Thor-LV2D Burner-1I | DMSP-3B-F6,Success,31/03/1966
General Dynamics,USA,Atlas-D OV1 | OV1-4/OV1-5,Success,30/03/1966
RVSN USSR,Kazakhstan,Molniya | Molniya-1 n°5,Failure,27/03/1966
US Air Force,USA,Scout A | Transit-O 8,Success,26/03/1966
RVSN USSR,Kazakhstan,Proton | N-4 n°3,Failure,24/03/1966
RVSN USSR,Kazakhstan,Voskhod | Cosmos 113,Success,21/03/1966
General Dynamics,USA,Atlas-SLV3 Agena-D | KH-7 Gambit 4026,Success,18/03/1966
RVSN USSR,Russia,Vostok-2 | Cosmos 112,Success,17/03/1966
NASA,USA,Titan II GLV | Gemini VIII,Success,16/03/1966
General Dynamics,USA,Atlas-SLV3 Agena-D | GATV 5003,Success,16/03/1966
RVSN USSR,Kazakhstan,R-36 Orb. | OGTch n°03,Prelaunch Failure,15/03/1966
US Air Force,USA,Thor-SLV2A Agena-D | OPS 3488,Success,09/03/1966
RVSN USSR,Kazakhstan,Molniya-M /Block L | Cosmos 111,Partial Failure,01/03/1966
US Air Force,USA,Delta E | ESSA-2,Success,28/02/1966
NASA,USA,Saturn IB | AS-201,Success,26/02/1966
RVSN USSR,Kazakhstan,Voskhod | Cosmos 110,Success,22/02/1966
RVSN USSR,Russia,Cosmos-1 (65S3) | DS-K40 n°2,Failure,21/02/1966
RVSN USSR,Kazakhstan,Voskhod | Cosmos 109,Success,19/02/1966
Armée de l'Air,France,Diamant A | Diapason,Success,17/02/1966
General Dynamics,USA,Atlas-SLV3 Agena-D | KH-7 Gambit 4025,Success,15/02/1966
RVSN USSR,Russia,Cosmos-1 (65S3) | Cosmos 108,Success,11/02/1966
RVSN USSR,Kazakhstan,Vostok-2 | Cosmos 107,Success,10/02/1966
US Air Force,USA,Thor-SLV2A Agena-D | OPS 1439,Success,09/02/1966
RVSN USSR,Kazakhstan,R-36 Orb. | OGTch n°02,Success,05/02/1966
US Air Force,USA,Delta C | ESSA-1,Success,03/02/1966
US Air Force,USA,Thor-SLV2A Agena-D | OPS 7291,Success,02/02/1966
RVSN USSR,Kazakhstan,Molniya-M /Block L | Luna 9,Success,31/01/1966
US Air Force,USA,Scout A | Transit-O 7,Success,28/01/1966
RVSN USSR,Russia,Cosmos-2 (63SM) | Cosmos 106,Success,25/01/1966
RVSN USSR,Kazakhstan,Vostok-2 | Cosmos 105,Success,22/01/1966
General Dynamics,USA,Atlas-SLV3 Agena-D | KH-7 Gambit 4024,Success,19/01/1966
RVSN USSR,Kazakhstan,Vostok-2 | Cosmos 104,Partial Failure,07/01/1966
US Air Force,USA,Thor-LV2D Burner-1I | DMSP-3B-F5,Failure,07/01/1966
RVSN USSR,Kazakhstan,Cosmos-3 | Cosmos 103,Success,28/12/1965
RVSN USSR,Russia,Cosmos-1 (65S3) | DS-K40 n°1,Failure,28/12/1965
RVSN USSR,Kazakhstan,Vostok-2A | Cosmos 102,Success,27/12/1965
US Air Force,USA,Thor-SLV2A Agena-D | OPS 4639,Success,24/12/1965
US Air Force,USA,Scout A | Transit-O 6,Success,22/12/1965
Martin Marietta,USA,"Titan IIIC | LES 3 & 4, OV2-3, OSCAR-4",Partial Failure,21/12/1965
RVSN USSR,Russia,Cosmos-1 (65S3) | Cosmos 101,Success,21/12/1965
RVSN USSR,Kazakhstan,Vostok-2M | Cosmos 100,Success,17/12/1965
RVSN USSR,Kazakhstan,R-36 Orb. | OGTch n°01,Success,16/12/1965
US Air Force,USA,Delta E | Pioneer 6,Success,16/12/1965
NASA,USA,Titan II GLV | Gemini VI-A,Success,15/12/1965
RVSN USSR,Kazakhstan,Vostok-2 | Cosmos 99,Success,10/12/1965
US Air Force,USA,Thor-SLV2A Agena-D | OPS 7249,Success,09/12/1965
US Air Force,USA,Scout X-4 | France 1,Success,06/12/1965
NASA,USA,Titan II GLV | Gemini VII,Success,04/12/1965
RVSN USSR,Kazakhstan,Molniya | Luna 8,Success,03/12/1965
US Air Force,USA,Thor DM-21 Agena-B | Alouette 2 & Explorer 31 (DME-A),Success,29/11/1965
RVSN USSR,Kazakhstan,Vostok-2 | Cosmos 98,Success,27/11/1965
Armée de l'Air,France,Diamant A | Astérix,Success,26/11/1965
RVSN USSR,Russia,Cosmos-2 (63SM) | Cosmos 97,Success,26/11/1965
RVSN USSR,Kazakhstan,Molniya | Cosmos 96,Partial Failure,23/11/1965
NASA,USA,Scout X-4 | Explorer 30 (SOLRAD 8),Success,19/11/1965
RVSN USSR,Kazakhstan,Molniya | Venera 3,Success,16/11/1965
RVSN USSR,Kazakhstan,Molniya | Venera 2,Success,12/11/1965
General Dynamics,USA,Atlas-SLV3 Agena-D | KH-7 Gambit 4023,Success,08/11/1965
US Air Force,USA,Delta E | Explorer 29 (GEOS 1),Success,06/11/1965
RVSN USSR,Russia,Cosmos-2 (63SM) | Cosmos 95,Success,04/11/1965
RVSN USSR,Kazakhstan,Proton | Proton 2,Success,02/11/1965
US Air Force,USA,Thor-SLV2A Agena-D | OPS 2155,Success,28/10/1965
RVSN USSR,Kazakhstan,Voskhod | Cosmos 94,Success,28/10/1965
General Dynamics,USA,Atlas-SLV3 Agena-D | GATV 5002,Failure,25/10/1965
RVSN USSR,Russia,Cosmos-2 (63SM) | Cosmos 93,Success,19/10/1965
RVSN USSR,Kazakhstan,Voskhod | Cosmos 92,Success,16/10/1965
Martin Marietta,USA,Titan IIIC | LCS-2 & OV2-1,Failure,15/10/1965
US Air Force,USA,Thor-SLV2A Agena-D | OGO-2,Success,14/10/1965
RVSN USSR,Kazakhstan,Molniya | Molniya-1 n°4,Success,14/10/1965
US Air Force,USA,Thor-SLV2A Agena-D | OPS 5325,Success,05/10/1965
General Dynamics,USA,Atlas-D OV1 | OV1-2,Success,05/10/1965
RVSN USSR,Kazakhstan,Molniya-M /Block L | Luna 7,Success,04/10/1965
General Dynamics,USA,Atlas-SLV3 Agena-D | KH-7 Gambit 4022,Success,30/09/1965
RVSN USSR,Kazakhstan,Voskhod | Cosmos 91,Success,23/09/1965
US Air Force,USA,Thor-SLV2A Agena-D | OPS 7221,Success,22/09/1965
RVSN USSR,Kazakhstan,Cosmos-3 | Cosmos 86 to 90,Success,18/09/1965
US Air Force,USA,Thor-LV2D Burner-1I | DMSP-3B-F4,Success,10/09/1965
RVSN USSR,Kazakhstan,Voskhod | Cosmos 85,Success,09/09/1965
RVSN USSR,Kazakhstan,Cosmos-3 | Cosmos 80 to 84,Success,03/09/1965
US Air Force,USA,Thor DM-21 Agena-D | MPRV,Failure,02/09/1965
US Air Force,USA,Delta C | OSO-C,Failure,25/08/1965
RVSN USSR,Kazakhstan,Voskhod | Cosmos 79,Success,25/08/1965
NASA,USA,Titan II GLV | Gemini V,Success,21/08/1965
US Air Force,USA,Thor-SLV2A Agena-D | OPS 7208,Success,17/08/1965
RVSN USSR,Kazakhstan,Vostok-2 | Cosmos 78,Success,14/08/1965
US Air Force,USA,Thor-DSV2A Ablestar | OPS 8464 & Others,Success,13/08/1965
General Dynamics,USA,Atlas-LV3C Centaur-D | Surveyor SD-2,Success,11/08/1965
NASA,USA,Scout B | SECOR 5 & SEV,Success,10/08/1965
General Dynamics,USA,Atlas-SLV3 Agena-D | KH-7 Gambit 4021,Success,03/08/1965
RVSN USSR,Kazakhstan,Voskhod | Cosmos 77,Success,03/08/1965
NASA,USA,Saturn I Block II | A-105,Success,30/07/1965
RVSN USSR,Russia,Cosmos-1 (65S3) | Cosmos 76,Success,23/07/1965
General Dynamics,USA,"Atlas-LV3 Agena-D | Vela 3A/3B, ERS-17",Success,20/07/1965
US Air Force,USA,Thor-SLV2A Agena-D | OPS 5543,Success,19/07/1965
RVSN USSR,Kazakhstan,Molniya | Zond 3,Success,18/07/1965
US Air Force,USA,Thor-SLV2A Agena-D | OPS 8411,Success,17/07/1965
RVSN USSR,Kazakhstan,Proton | Proton 1,Success,16/07/1965
RVSN USSR,Kazakhstan,Cosmos-3 | Cosmos 71 to 75,Success,16/07/1965
RVSN USSR,Kazakhstan,Vostok-2 | Zenit-2 n°28,Failure,13/07/1965
General Dynamics,USA,Atlas-SLV3 Agena-D | KH-7 Gambit 4020,Failure,12/07/1965
RVSN USSR,Russia,Cosmos-1 (65S3) | Cosmos 70,Success,02/07/1965
US Air Force,USA,Delta C | TIROS-10,Success,02/07/1965
General Dynamics,USA,Atlas-SLV3 Agena-D | KH-7 Gambit 4019,Success,25/06/1965
RVSN USSR,Kazakhstan,Voskhod | Cosmos 69,Success,25/06/1965
US Air Force,USA,Thor-DSV2A Ablestar | OPS 8480,Success,24/06/1965
Martin Marietta,USA,Titan IIIC | Transtage 5,Success,18/06/1965
RVSN USSR,Kazakhstan,Vostok-2 | Cosmos 68,Success,15/06/1965
US Air Force,USA,Thor-SLV2A Agena-D | OPS 8425,Success,09/06/1965
RVSN USSR,Kazakhstan,Molniya | Luna 6,Success,08/06/1965
NASA,USA,Titan II GLV | Gemini IV,Success,03/06/1965
US Air Force,USA,Delta C | Explorer 28 (IMP-C),Success,29/05/1965
General Dynamics,USA,Atlas-D OV1 | OV1-3,Failure,28/05/1965
General Dynamics,USA,Atlas-SLV3 Agena-D | KH-7 Gambit 4018,Success,27/05/1965
RVSN USSR,Kazakhstan,Voskhod | Cosmos 67,Success,25/05/1965
NASA,USA,Saturn I Block II | A-104,Success,25/05/1965
US Air Force,USA,Thor-LV2D Burner-1I | DMSP-3B-F3,Success,20/05/1965
US Air Force,USA,Thor-SLV2A Agena-D | OPS 8431,Success,18/05/1965
RVSN USSR,Kazakhstan,Molniya | Luna 5,Success,09/05/1965
RVSN USSR,Kazakhstan,Vostok-2 | Cosmos 66,Success,07/05/1965
US Air Force,USA,Titan IIIA | LES 2 & LCS 1,Success,06/05/1965
US Air Force,USA,Thor-SLV2A Agena-D | OPS 5023,Success,29/04/1965
NASA,USA,Scout X-4 | Explorer 27 (BE-C),Success,29/04/1965
General Dynamics,USA,Atlas-SLV3 Agena-D | KH-7 Gambit 4017,Success,28/04/1965
RVSN USSR,Kazakhstan,Molniya | Molniya-1 n°3,Success,23/04/1965
RVSN USSR,Kazakhstan,Voskhod | Cosmos 65,Success,17/04/1965
RVSN USSR,Kazakhstan,Molniya | E-6 n°8 (Luna),Failure,10/04/1965
US Air Force,USA,Delta D | Intelsat 1,Success,06/04/1965
General Dynamics,USA,Atlas-SLV3 Agena-D | SNAPSHOT,Success,03/04/1965
US Air Force,USA,Thor-SLV2A Agena-D | OPS 4782,Success,25/03/1965
RVSN USSR,Kazakhstan,Vostok-2 | Cosmos 64,Success,25/03/1965
NASA,USA,Titan II GLV | Gemini 3,Success,23/03/1965
General Dynamics,USA,Atlas-LV3 Agena-B | Ranger 9,Success,21/03/1965
RVSN USSR,Kazakhstan,Voskhod | Voskhod 2,Success,18/03/1965
US Air Force,USA,Thor-LV2D Burner-1I | DMSP-3B-F2,Success,18/03/1965
RVSN USSR,Kazakhstan,"Cosmos-3 | Cosmos 61, 62 & 63",Success,15/03/1965
General Dynamics,USA,Atlas-SLV3 Agena-D | KH-7 Gambit 4016,Success,12/03/1965
RVSN USSR,Kazakhstan,Molniya | Cosmos 60,Success,12/03/1965
US Air Force,USA,Thor-DSV2A Ablestar | OPS 7087 & SECOR 2,Success,11/03/1965
US Air Force,USA,Thor DM-21 Agena-D | SECOR 3 & Others,Success,09/03/1965
RVSN USSR,Kazakhstan,Voskhod | Cosmos 59,Success,07/03/1965
General Dynamics,USA,Atlas-LV3C Centaur-C | Surveyor-SD 1,Failure,02/03/1965
RVSN USSR,Kazakhstan,Vostok-2M | Cosmos 58,Success,26/02/1965
US Air Force,USA,Thor-SLV2A Agena-D | OPS 4782,Success,25/02/1965
RVSN USSR,Kazakhstan,Voskhod | Cosmos 57,Success,22/02/1965
RVSN USSR,Kazakhstan,"Cosmos-3 | Cosmos 54, 55 & 56",Success,21/02/1965
RVSN USSR,Russia,Cosmos-1 (65S3) | DS-A1 n°6,Failure,20/02/1965
General Dynamics,USA,Atlas-LV3 Agena-B | Ranger 8,Success,17/02/1965
NASA,USA,Saturn I Block II | A-103,Success,16/02/1965
RVSN USSR,Russia,Cosmos-1 (65S3) | DS-P1 You n°2,Failure,12/02/1965
US Air Force,USA,Titan IIIA | LES 1,Success,11/02/1965
US Air Force,USA,Delta C | OSO-2,Success,03/02/1965
RVSN USSR,Russia,Cosmos-1 (65S3) | Cosmos 53,Success,30/01/1965
General Dynamics,USA,Atlas-SLV3 Agena-D | KH-7 Gambit 4015,Success,23/01/1965
US Air Force,USA,Delta C | TIROS-9,Success,22/01/1965
General Dynamics,USA,Atlas-D OV1 | OV1-1,Failure,21/01/1965
NASA,USA,Titan II GLV | Gemini 2,Success,19/01/1965
US Air Force,USA,Thor-LV2D Burner-1I | DMSP-3B-F1,Partial Failure,19/01/1965
US Air Force,USA,Thor-SLV2A Agena-D | OPS 3928,Success,15/01/1965
RVSN USSR,Kazakhstan,Vostok-2 | Cosmos 52,Success,11/01/1965
US Air Force,USA,Thor-SLV2A Agena-D | Quill,Success,21/12/1964
